iter	MultiClass
329	0.898699422
330	0.8983981254
331	0.8980366508
332	0.897739515
333	0.8973951906
334	0.8970404137
335	0.896687159
336	0.8962873246
337	0.8959601505
338	0.8956406889
339	0.8951875771
340	0.8949187545
341	0.8946110647
342	0.8942207695
343	0.8938534089
344	0.893446065
345	0.8930223826
346	0.8926379733
347	0.8923782839
348	0.892092311
349	0.8916709627
350	0.8912320582
351	0.8908979834
352	0.8904895231
353	0.8903092932
354	0.8899333068
355	0.8896215578
356	0.8891863066
357	0.8888373141
358	0.8885340894
359	0.8882650638
360	0.8879254075
361	0.8877243741
362	0.8872856725
363	0.8869600206
364	0.8865444567
365	0.8861292987
366	0.8857723907
367	0.8853536809
368	0.8849481636
369	0.884644533
370	0.8843597779
371	0.8839209749
372	0.8835352463
373	0.8831356149
374	0.8828966276
375	0.8824393551
376	0.88203536
377	0.8817227991
378	0.8814466698
379	0.8811832256
380	0.8808436708
381	0.8804644371
382	0.8802460504
383	0.8798219621
384	0.8795410632
385	0.8792568155
386	0.8788926008
387	0.8786035835
388	0.8782355126
389	0.8778443041
390	0.8775275825
391	0.8771780826
392	0.8768620713
393	0.8765319543
394	0.8763263542
395	0.8759231709
396	0.875602796
397	0.8752428436
398	0.8749026799
399	0.8746680563
400	0.8742664967
401	0.8739751453
402	0.8737348388
403	0.8733982269
404	0.8731403642
405	0.8728039553
406	0.8724901767
407	0.8722870121
408	0.8720193057
409	0.87158923
410	0.8713567375
411	0.8709745608
412	0.8705725953
413	0.8703566442
414	0.8701830105
415	0.8699267714
416	0.8696084262
417	0.8693297599
418	0.8691112717
419	0.8688384913
420	0.868660291
421	0.8682224013
422	0.8679019249
423	0.8675632834
424	0.8673022748
425	0.8670784081
426	0.866745754
427	0.8662889889
428	0.8659494341
429	0.8656127208
430	0.8652296308
431	0.864943049
432	0.8645948683
433	0.8642392796
434	0.8639300675
435	0.8637344125
436	0.8635403812
437	0.8631642934
438	0.8628454407
439	0.8625139029
440	0.8621409609
441	0.8619014662
442	0.8616850076
443	0.8613873644
444	0.8610598859
445	0.8607266229
446	0.8605132087
447	0.8602306862
448	0.8598178622
449	0.8594181293
450	0.8591746769
451	0.8588402976
452	0.8584800408
453	0.8581262787
454	0.8578451768
455	0.8575088694
456	0.857164748
457	0.8569460569
458	0.8567355857
459	0.8565687512
460	0.8563828384
461	0.8561489251
462	0.8557762876
463	0.8555199471
464	0.8551975425
465	0.8548483471
466	0.8544619082
467	0.8542405785
468	0.8539280176
469	0.8535013923
470	0.8532541851
471	0.8530026141
472	0.8527353137
473	0.8524660851
474	0.8521690508
475	0.8519586811
476	0.8517507469
477	0.8514999878
478	0.8513550732
479	0.8510968046
480	0.8506973254
481	0.8503873015
482	0.8500749943
483	0.8497359469
484	0.8494553018
485	0.8492805518
486	0.8489785957
487	0.8487741626
488	0.8484539906
489	0.8482466146
490	0.8479263412
491	0.8476740599
492	0.8473749959
493	0.8470394496
494	0.8466028792
495	0.8463441539
496	0.8461374375
497	0.8458242677
498	0.8456231328
499	0.8452785039
500	0.8450737664
501	0.8448902384
502	0.8446203501
503	0.8442613111
504	0.8439121663
505	0.8436211701
506	0.843432771
507	0.8431774453
508	0.8428437256
509	0.8425773385
510	0.8423959416
511	0.8420822644
512	0.841768638
513	0.8415476128
514	0.8412636187
515	0.8409660263
516	0.8408150736
517	0.8404496919
518	0.8401856388
519	0.839887336
520	0.839596695
521	0.8393155424
522	0.8390894939
523	0.8387846963
524	0.8385210999
525	0.8382205137
526	0.8379217035
527	0.8375755525
528	0.8371945428
529	0.8369474877
530	0.836696272
531	0.836454291
532	0.8361650707
533	0.8358848315
534	0.8356734977
535	0.8354871282
536	0.8352786866
537	0.834927563
538	0.8347206436
539	0.8344996692
540	0.8341987786
541	0.8339014398
542	0.8335895385
543	0.8333715578
544	0.8331715391
545	0.832898302
546	0.8326571836
547	0.8324181963
548	0.8321797164
549	0.8318952657
550	0.8316129969
551	0.8313359035
552	0.8311271575
553	0.8308213451
554	0.8304564708
555	0.8301397492
556	0.8299086267
557	0.8296433558
558	0.8293377464
559	0.8291688316
560	0.8290273673
561	0.8287814793
562	0.828527067
563	0.8283037584
564	0.8280434094
565	0.8277378
566	0.8273747524
567	0.8270012015
568	0.8267487173
569	0.8265324617
570	0.8262084842
571	0.825944076
572	0.8256065
573	0.8253636057
574	0.8250958994
575	0.8249405322
576	0.8247006316
577	0.8244614414
578	0.8241674007
579	0.8238177993
580	0.823574905
581	0.8232626486
582	0.8231054548
583	0.8228775289
584	0.8225882579
585	0.8223660149
586	0.8222169903
587	0.8219603961
588	0.8216051625
589	0.821396315
590	0.8210628998
591	0.8207258313
592	0.8204326025
593	0.8202332942
594	0.8199735541
595	0.8197539496
596	0.8195342944
597	0.8192999752
598	0.8190127846
599	0.8188448846
600	0.8186202568
601	0.8184745303
602	0.8182265113
603	0.817991228
604	0.8176912
605	0.817433185
606	0.8171984092
607	0.817043448
608	0.8166977536
609	0.8164563308
610	0.8163023337
611	0.8160240733
612	0.815869721
613	0.8156430128
614	0.8153495303
615	0.8150139841
616	0.8147144127
617	0.8145201784
618	0.8141888943
619	0.8139177376
620	0.8136315617
621	0.813436059
622	0.8131556675
623	0.8129582873
624	0.8126979891
625	0.8125008626
626	0.8123239815
627	0.8121769358
628	0.8119429211
629	0.8116631385
630	0.8114300371
631	0.8112243862
632	0.8109981855
633	0.8107829955
634	0.8105471541
635	0.8103541883
636	0.8101850705
637	0.8099325863
638	0.8097376924
639	0.8095915093
640	0.809300919
641	0.808969026
642	0.8087515527
643	0.8085056647
644	0.8081795053
645	0.8079944043
646	0.8077763728
647	0.8074791863
648	0.8072628292
649	0.8071097454
650	0.8068122037
651	0.8065889966
652	0.8063215947
653	0.8062033696
654	0.8059888391
655	0.8057299109
656	0.8055621631
657	0.8052722832
658	0.8050313677
659	0.8047207857
660	0.8045530379
661	0.8043420086
662	0.8040806448
663	0.8038061392
664	0.8035379254
665	0.803274329
666	0.8031228182
667	0.8028770824
668	0.8026768608
669	0.8025206818
670	0.8023936278
671	0.8020784284
672	0.8018873908
673	0.8016693086
674	0.8014534589
675	0.8012466917
676	0.8010184614
677	0.8008258001
678	0.8005650959
679	0.8003163157
680	0.8000576411
681	0.7998064254
682	0.7996586186
683	0.7994195805
684	0.7992775581
685	0.7990159406
686	0.7987830929
687	0.7985743976
688	0.7984189798
689	0.7982442298
690	0.7979756608
691	0.7977225677
692	0.797432637
693	0.7971022155
694	0.7969377659
695	0.7967855954
696	0.7966058729
697	0.7963218789
698	0.7960430096
699	0.7958439043
700	0.7954902436
701	0.795239992
702	0.7950357111
703	0.7947197506
704	0.7945192245
705	0.7942317801
706	0.7940007083
707	0.7938069815
708	0.7935316133
709	0.7933252521
710	0.7932035258
711	0.7929349569
712	0.7927611203
713	0.7924910291
714	0.7922695472
715	0.792032894
716	0.7917628028
717	0.7915119423
718	0.7912323626
719	0.7910514224
720	0.790780773
721	0.7906035368
722	0.7902947815
723	0.790099989
724	0.7898503463
725	0.7895140896
726	0.7892797197
727	0.788995066
728	0.7888555806
729	0.7885813795
730	0.7883811071
731	0.7881954987
732	0.7880714384
733	0.7877861251
734	0.7876040178
735	0.7873455462
736	0.7871094511
737	0.7869250605
738	0.786740061
739	0.7865198476
740	0.7863097316
741	0.7860833279
742	0.785871436
743	0.7855384775
744	0.7852161237
745	0.7850741013
746	0.7847845258
747	0.7845879575
748	0.7842839717
749	0.7841156658
750	0.7838989535
751	0.7836365749
752	0.7834163615
753	0.7832281146
754	0.7830347937
755	0.7828812532
756	0.7826646932
757	0.7824578246
758	0.7822956075
759	0.7820561128
760	0.7818207788
761	0.7816236016
762	0.7813450875
763	0.7811676483
764	0.7810286196
765	0.7807828838
766	0.780545165
767	0.7803836076
768	0.7801217871
769	0.7798754425
770	0.7796317363
771	0.7793951845
772	0.7791841045
773	0.7789855065
774	0.7786661971
775	0.7783942793
776	0.7781603661
777	0.7779824195
778	0.7777255208
779	0.7774935357
780	0.7772547513
781	0.777018707
782	0.7767773856
783	0.7764714717
784	0.7762843918
785	0.7760732103
786	0.7758077872
787	0.7756607415
788	0.7754672176
789	0.7752121964
790	0.7750214125
791	0.7749027814
792	0.7747139256
793	0.7744664139
794	0.7743267763
795	0.7741420305
796	0.773960938
797	0.7737641667
798	0.7734970692
799	0.7732655915
800	0.7730073229
801	0.7727623482
802	0.7726302709
803	0.7723849918
804	0.7722337347
805	0.7720557881
806	0.771799752
807	0.7715388956
808	0.7713411602
809	0.7710913652
810	0.7709041331
811	0.7707791088
812	0.7705718849
813	0.7704106827
814	0.770214571
815	0.7700335293
816	0.7698784666
817	0.7696787524
818	0.7695199349
819	0.7692782583
820	0.7690972673
821	0.7689484457
822	0.7688262628
823	0.7685979817
824	0.7684175489
825	0.7681645065
826	0.7680186786
827	0.7679039038
828	0.7676631405
829	0.7674583523
830	0.7672620884
831	0.7670420273
832	0.7668791506
833	0.7666722312
834	0.7664348168
835	0.766248904
836	0.7660211303
837	0.7658749472
838	0.7656269281
839	0.7654046852
840	0.7652366837
841	0.7650987713
842	0.7649819161
843	0.7647354192
844	0.7645403731
845	0.7643297497
846	0.7641046145
847	0.7638862786
848	0.7637287296
849	0.7635263769
850	0.7632769371
851	0.7630926987
852	0.7628958259
853	0.7627250844
854	0.7625502837
855	0.762338544
856	0.762161663
857	0.7619463207
858	0.7617952158
859	0.7616008293
860	0.7613365225
861	0.7611633963
862	0.7608936603
863	0.7607441791
864	0.7605166083
865	0.7603185686
866	0.7600857208
867	0.7598993513
868	0.759716077
869	0.7595531496
870	0.7593606405
871	0.7592104996
872	0.7589662353
873	0.7587370409
874	0.7585311363
875	0.7583270584
876	0.7581660084
877	0.7580080028
878	0.7578750122
879	0.7576124306
880	0.7574868481
881	0.7573458912
882	0.7571736783
883	0.7568969909
884	0.7566542488
885	0.7563930879
886	0.7562085958
887	0.7560433343
888	0.7558699544
889	0.7555972247
890	0.7553567152
891	0.7551429459
892	0.7550063527
893	0.7548152136
894	0.7546649205
895	0.7544565804
896	0.7542982704
897	0.7541426495
898	0.7539542504
899	0.753738553
900	0.7535609616
901	0.7534234551
902	0.7532273941
903	0.7530104282
904	0.7528832727
905	0.752724506
906	0.7525211892
907	0.7522762653
908	0.7521039509
909	0.7518426378
910	0.7516587038
911	0.751474161
912	0.7513278256
913	0.7511493716
914	0.7509886768
915	0.7507647086
916	0.7506574942
917	0.7504936026
918	0.7503085017
919	0.7500327783
920	0.7498795423
921	0.7497090038
922	0.7495730195
923	0.7493452966
924	0.7491179288
925	0.7489099439
926	0.7487092149
927	0.7485527315
928	0.7483591061
929	0.7481905972
930	0.7479413603
931	0.7477013582
932	0.7474657705
933	0.7473277059
934	0.7471074925
935	0.7468395832
936	0.7466248498
937	0.7463472491
938	0.7462268928
939	0.7460996866
940	0.74587719
941	0.7456845794
942	0.7455011021
943	0.7453695322
944	0.7451644902
945	0.7449771059
946	0.7447383723
947	0.7444993343
948	0.7443619293
949	0.7441331408
950	0.7440047168
951	0.7437786683
952	0.7436333478
953	0.7433708677
954	0.7431534958
955	0.7430214693
956	0.7428588463
957	0.7426456351
958	0.7423933031
959	0.7421472121
960	0.7419977309
961	0.7418064396
962	0.7416237741
963	0.741402546
964	0.7411544761
965	0.7410446739
966	0.7409352268
967	0.7407356141
968	0.7404869354
969	0.740354097
970	0.7401817826
971	0.7400296121
972	0.7398720631
973	0.7397072583
974	0.7396024794
975	0.7394107821
976	0.7392214697
977	0.739099642
978	0.7389557422
979	0.7388000706
980	0.7385961449
981	0.7384284479
982	0.7382304081
983	0.7380984323
984	0.7378763923
985	0.7376283225
986	0.7374135891
987	0.7372673045
988	0.7371030578
989	0.7369042569
990	0.7366966272
991	0.7365057925
992	0.7363208438
993	0.7361402587
994	0.7359303456
995	0.7357422002
996	0.7355634925
997	0.7352775703
998	0.7350577121
999	0.734846835
